sample_id,character,split,relative_path
6_228,之,train,train/6_228.npz
6_234,之,train,train/6_234.npz
6_235,下,train,train/6_235.npz
6_238,自,train,train/6_238.npz
6_24,也,train,train/6_24.npz
6_240,泉,test,test/6_240.npz
6_241,石,train,train/6_241.npz
6_245,欣,train,train/6_245.npz
6_248,之,train,train/6_248.npz
6_252,可,train,train/6_252.npz
6_27,伊,train,train/6_27.npz
6_271,年,train,train/6_271.npz
6_278,春,test,test/6_278.npz
6_281,十,train,train/6_281.npz
6_283,五,train,train/6_283.npz
6_285,于,train,train/6_285.npz
6_293,人,train,train/6_293.npz
6_310,成,test,test/6_310.npz
6_312,被,train,train/6_312.npz
6_327,之,train,train/6_327.npz
6_333,之,train,train/6_333.npz
6_338,天,test,test/6_338.npz
6_341,不,train,train/6_341.npz
6_345,之,train,train/6_345.npz
6_349,清,train,train/6_349.npz
6_36,九,train,train/6_36.npz
6_360,十,train,train/6_360.npz
6_364,于,train,train/6_364.npz
6_37,州,train,train/6_37.npz
6_371,哀,train,train/6_371.npz
6_378,地,train,train/6_378.npz
6_379,泣,train,train/6_379.npz
6_385,内,test,test/6_385.npz
6_394,之,train,train/6_394.npz
6_409,寸,train,train/6_409.npz
6_425,室,train,train/6_425.npz
6_436,天,train,train/6_436.npz
6_441,之,train,train/6_441.npz
6_455,年,train,train/6_455.npz
6_456,十,train,train/6_456.npz
6_457,一,train,train/6_457.npz
6_458,月,train,train/6_458.npz
6_459,十,test,test/6_459.npz
6_461,日,train,train/6_461.npz
6_464,于,train,train/6_464.npz
6_469,父,train,train/6_469.npz
6_478,泉,train,train/6_478.npz
6_507,文,train,train/6_507.npz
6_51,格,train,train/6_51.npz
6_513,白,train,train/6_513.npz
6_52,天,train,train/6_52.npz
6_532,其,train,train/6_532.npz
6_533,一,train,train/6_533.npz
6_534,子,train,train/6_534.npz
6_55,被,train,train/6_55.npz
6_553,礼,train,train/6_553.npz
6_564,君,train,train/6_564.npz
6_567,丘,train,train/6_567.npz
6_576,仁,test,test/6_576.npz
6_596,三,test,test/6_596.npz
6_597,宅,train,train/6_597.npz
6_607,一,train,train/6_607.npz
6_61,日,train,train/6_61.npz
6_74,之,train,train/6_74.npz
6_78,在,train,train/6_78.npz
6_82,石,test,test/6_82.npz
6_83,泉,train,train/6_83.npz
6_85,可,train,train/6_85.npz
6_94,任,train,train/6_94.npz
7_1,唐,train,train/7_1.npz
7_10,柱,train,train/7_10.npz
7_100,典,train,train/7_100.npz
7_103,祖,train,train/7_103.npz
7_105,祖,test,test/7_105.npz
7_123,患,train,train/7_123.npz
7_124,不,train,train/7_124.npz
7_126,入,test,test/7_126.npz
7_134,之,train,train/7_134.npz
7_136,且,train,train/7_136.npz
7_144,祖,train,train/7_144.npz
7_146,府,train,train/7_146.npz
7_147,君,train,train/7_147.npz
7_153,光,test,test/7_153.npz
7_158,九,train,train/7_158.npz
7_16,君,train,train/7_16.npz
7_162,知,test,test/7_162.npz
7_163,言,test,test/7_163.npz
7_164,之,train,train/7_164.npz
7_167,之,train,train/7_167.npz
7_171,君,train,train/7_171.npz
7_173,而,test,test/7_173.npz
7_174,晦,train,train/7_174.npz
7_177,而,train,train/7_177.npz
7_184,慎,train,train/7_184.npz
7_189,忠,train,train/7_189.npz
7_192,拜,test,test/7_192.npz
7_193,文,test,test/7_193.npz
7_194,林,train,train/7_194.npz
7_196,守,train,train/7_196.npz
7_198,官,train,train/7_198.npz
7_2,故,train,train/7_2.npz
7_200,秩,train,train/7_200.npz
7_204,局,train,train/7_204.npz
7_210,令,test,test/7_210.npz
7_213,者,train,train/7_213.npz
7_218,人,train,train/7_218.npz
7_219,之,test,test/7_219.npz
7_225,府,train,train/7_225.npz
7_226,君,test,test/7_226.npz
7_231,力,test,test/7_231.npz
7_232,士,train,train/7_232.npz
7_235,君,train,train/7_235.npz
7_236,之,test,test/7_236.npz
7_237,信,train,train/7_237.npz
7_239,也,test,test/7_239.npz
7_245,而,train,train/7_245.npz
7_246,守,train,train/7_246.npz
7_248,立,train,train/7_248.npz
7_252,拜,train,train/7_252.npz
7_253,右,train,train/7_253.npz
7_256,大,train,train/7_256.npz
7_260,食,test,test/7_260.npz
7_261,本,train,train/7_261.npz
7_265,王,train,train/7_265.npz
7_268,存,train,train/7_268.npz
7_271,元,test,test/7_271.npz
7_275,天,train,train/7_275.npz
7_28,士,test,test/7_28.npz
7_282,大,train,train/7_282.npz
7_285,之,train,train/7_285.npz
7_288,拜,train,train/7_288.npz
7_292,夫,train,train/7_292.npz
7_293,守,train,train/7_293.npz
7_297,外,train,train/7_297.npz
7_3,中,train,train/7_3.npz
7_301,中,test,test/7_301.npz
7_302,大,test,test/7_302.npz
7_303,夫,train,train/7_303.npz
7_305,除,train,train/7_305.npz
7_308,出,train,train/7_308.npz
7_31,郎,train,train/7_31.npz
7_310,四,train,train/7_310.npz
7_311,代,test,test/7_311.npz
7_313,更,train,train/7_313.npz
7_317,不,test,test/7_317.npz
7_319,仁,train,train/7_319.npz
7_321,必,test,test/7_321.npz
7_322,合,test,test/7_322.npz
7_324,由,train,train/7_324.npz
7_325,是,train,train/7_325.npz
7_330,怨,train,train/7_330.npz
7_335,和,train,train/7_335.npz
7_338,且,train,train/7_338.npz
7_345,名,train,train/7_345.npz
7_346,成,train,train/7_346.npz
7_35,季,train,train/7_35.npz
7_352,命,train,train/7_352.npz
7_356,者,train,train/7_356.npz
7_362,十,train,train/7_362.npz
7_363,一,train,train/7_363.npz
7_364,年,train,train/7_364.npz
7_365,十,train,train/7_365.npz
7_367,月,train,train/7_367.npz
7_370,日,train,train/7_370.npz
7_375,里,train,train/7_375.npz
7_377,私,train,train/7_377.npz
7_379,春,train,train/7_379.npz
7_380,秋,train,train/7_380.npz
7_381,六,train,train/7_381.npz
7_382,十,test,test/7_382.npz
7_385,大,train,train/7_385.npz
7_387,之,train,train/7_387.npz
7_390,王,test,test/7_390.npz
7_392,中,train,train/7_392.npz
7_393,使,train,train/7_393.npz
7_4,大,train,train/7_4.npz
7_405,在,test,test/7_405.npz
7_406,甲,test,test/7_406.npz
7_407,子,train,train/7_407.npz
7_409,月,test,test/7_409.npz
7_414,一,train,train/7_414.npz
7_415,日,train,train/7_415.npz
7_424,白,train,train/7_424.npz
7_426,原,train,train/7_426.npz
7_438,皆,train,train/7_438.npz
7_439,官,test,test/7_439.npz
7_449,泉,train,train/7_449.npz
7_451,初,test,test/7_451.npz
7_452,府,train,train/7_452.npz
7_453,君,train,train/7_453.npz
7_459,往,train,train/7_459.npz
7_464,生,test,test/7_464.npz
7_465,者,train,train/7_465.npz
7_471,神,train,train/7_471.npz
7_477,真,train,train/7_477.npz
7_481,也,train,train/7_481.npz
7_482,乃,train,train/7_482.npz
7_486,相,test,test/7_486.npz
7_487,川,train,train/7_487.npz
7_495,自,train,train/7_495.npz
7_497,安,train,train/7_497.npz
7_498,神,train,train/7_498.npz
7_5,夫,train,train/7_5.npz
7_50,大,train,train/7_50.npz
7_507,君,train,train/7_507.npz
7_508,子,train,train/7_508.npz
7_514,乎,train,train/7_514.npz
7_515,知,train,train/7_515.npz
7_518,君,train,train/7_518.npz
7_519,自,train,train/7_519.npz
7_520,公,test,test/7_520.npz
7_523,存,train,train/7_523.npz
7_525,上,train,train/7_525.npz
7_527,每,train,train/7_527.npz
7_53,近,test,test/7_53.npz
7_531,之,train,train/7_531.npz
7_537,之,train,train/7_537.npz
7_543,真,train,train/7_543.npz
7_547,食,train,train/7_547.npz
7_55,位,train,train/7_55.npz
7_554,斯,test,test/7_554.npz
7_555,又,test,test/7_555.npz
7_558,之,train,train/7_558.npz
7_56,父,train,train/7_56.npz
7_561,也,train,train/7_561.npz
7_569,述,train,train/7_569.npz
7_575,敏,train,train/7_575.npz
7_576,敢,test,test/7_576.npz
7_584,一,train,train/7_584.npz
7_587,三,train,train/7_587.npz
7_588,千,train,train/7_588.npz
7_589,年,train,train/7_589.npz
7_598,出,train,train/7_598.npz
7_60,而,train,train/7_60.npz
7_601,而,train,train/7_601.npz
7_61,事,train,train/7_61.npz
7_611,君,train,train/7_611.npz
7_623,涕,train,train/7_623.npz
7_65,同,train,train/7_65.npz
7_7,内,train,train/7_7.npz
7_72,石,train,train/7_72.npz
7_81,悲,train,train/7_81.npz
7_83,府,train,train/7_83.npz
7_84,君,train,train/7_84.npz
7_87,字,train,train/7_87.npz
7_9,上,train,train/7_9.npz
7_93,也,train,train/7_93.npz
7_95,土,train,train/7_95.npz
8_153,而,train,train/8_153.npz
8_202,已,train,train/8_202.npz
8_235,丈,train,train/8_235.npz
8_30,居,train,train/8_30.npz
8_399,上,train,train/8_399.npz
8_492,有,train,train/8_492.npz
8_501,海,train,train/8_501.npz
8_527,天,train,train/8_527.npz
8_528,地,train,train/8_528.npz
8_584,有,train,train/8_584.npz
8_621,而,train,train/8_621.npz
8_677,仙,train,train/8_677.npz
8_706,乃,test,test/8_706.npz
8_727,名,train,train/8_727.npz
8_729,桐,train,train/8_729.npz
8_759,而,train,train/8_759.npz
8_760,威,test,test/8_760.npz
8_868,地,test,test/8_868.npz
